NAME,MASS,RADIUS,ORB_PERIOD,ECCENTRICITY
HAT-P-23 b,2.09606,1.368,1.212884,0.106
HD 224693 b,0.714594,,26.73,0.05
Kepler-388 c,0.00170474,0.0767241,13.297004,
Kepler-246 c,0.0117855,0.133821,11.187161,
HD 158038 b,1.79425,,521,0.291
Kepler-240 b,0.00871939,0.122223,4.144495,
Kepler-26 c,0.0397121,0.320884,17.25204,0
Kepler-143 c,0.0341953,0.300651,27.082511,
GJ 179 b,0.824243,,2288,0.21
Kepler-206 b,0.00554835,0.107057,7.781987,
Kepler-22 b,0.0183345,0.2125,289.8623,
Kepler-68 c,0.015142,0.0849452,9.605085,0
Kepler-300 b,0.0123736,0.148987,10.446347,
Kepler-110 c,0.0166036,0.197163,31.719775,
Kepler-42 d,0.000404706,0.0508067,1.865169,
Kepler-357 d,0.0355742,0.306004,49.499875,
HD 143361 b,3.03499,,1086,0.18
HD 155358 b,0.819484,,194.3,0.17
Kepler-134 b,0.0147725,0.178428,5.317429,
Kepler-369 b,0.00450004,0.100812,2.732756,
HD 192310 b,0.0531258,,74.72,0.13
Kepler-257 d,0.0812259,0.441609,24.664551,
Kepler-342 b,0.0169862,0.200732,15.170318,
Kepler-119 b,0.0397965,0.321171,2.422082,
WASP-64 b,1.27137,1.271,1.5732918,0
Kepler-190 b,0.0116666,0.139174,2.019999,
upsilon And b,0.669277,,4.6171363,0.013
Kepler-56 c,0.196739,0.699706,21.4050484,
Kepler-237 b,0.00960182,0.125792,4.715106,
Kepler-223 e,0.0185304,0.214114,19.721734,
HD 86081 b,1.49595,,2.1375,0.008
HD 109246 b,0.768085,,68.27,0.12
Kepler-81 d,0.0057099,0.107949,20.837846,
Kepler-68 d,0.80971,,580,0.18
Kepler-403 c,0.0129124,0.156125,54.280749,
Kepler-197 d,0.00587447,0.108841,15.677563,
Kepler-348 b,0.0123086,0.135605,7.05677,
Kepler-341 d,0.0136211,0.165046,27.666313,
HD 128311 c,3.24848,,923.8,0.23
Kepler-364 c,0.0160511,0.19181,59.980627,
Kepler-299 e,0.0137681,0.16683,38.285489,
CoRoT-23 b,3.0853,1.05,3.6313,0.16
Kepler-387 c,0.00192504,0.0794005,11.837549,
Kepler-54 d,0.0125754,0.136497,20.995694,
WASP-39 b,0.284338,1.27,4.055259,0
Kepler-102 e,0.0280968,0.198037,16.1457,0
Kepler-219 b,0.0260126,0.263181,4.585512,
GJ 876 b,1.9469,,61.1166,0.0324
Kepler-385 b,0.022635,0.243554,10.043686,
Kepler-374 b,0.00324127,0.0918904,1.897806,
Kepler-296 e,0.0129124,0.156125,34.142347,
HD 164509 b,0.480333,,282.4,0.26
HD 9446 b,0.698769,,30.052,0.2
HD 18742 b,2.8638,,772,0.12
Kepler-255 b,0.011604,0.138282,5.714606,
Kepler-197 b,0.00313003,0.0909983,5.599308,
Kepler-183 c,0.0171819,0.202516,11.637071,
Kepler-232 b,0.0282863,0.274779,4.431222,
Kepler-345 c,0.00554835,0.107057,9.387427,
WASP-80 b,0.551763,0.952,3.0678504,0
HD 167042 b,1.63682,,420.77,0.089
Kepler-152 b,0.0235009,0.248907,18.207973,
HD 69830 b,0.0316488,,8.6669998,0.1
Kepler-8 b,0.585742,1.419,3.52254,0
Kepler-336 d,0.0182069,0.211437,20.678772,
Kepler-353 c,0.00893492,0.123115,8.410894,
HD 114762 b,11.6351,,83.9151,0.3354
Kepler-154 b,0.0170837,0.201624,33.040532,
61 Vir c,0.0333747,,38.021,0.14
HD 45652 b,0.468448,,43.6,0.38
Kepler-237 c,0.015437,0.185565,8.103636,
HAT-P-14 b,2.23603,1.15,4.627669,0.107
Kepler-317 c,0.0127076,0.153448,8.77501,
Kepler-301 d,0.0129124,0.156125,13.751243,
Kepler-148 c,0.0397965,0.321171,4.180043,
Kepler-49 d,0.0119197,0.142742,2.576549,
Kepler-169 b,0.00450004,0.100812,3.250619,
WASP-66 b,2.31346,1.39,4.086052,0
HD 73256 b,1.86902,,2.5485799,0.029
Kepler-303 c,0.00464108,0.101704,7.061149,
Kepler-168 b,0.0107805,0.130252,4.425391,
Kepler-56 b,0.0465014,0.342276,10.5034294,
6 Lyn b,2.20888,,874.774,0.059
Kepler-238 b,0.0127755,0.15434,2.090876,
Kepler-151 c,0.0155228,0.186457,24.674612,
Kepler-150 b,0.00638668,0.111518,3.428054,
HD 180314 b,22.6261,,396.03,0.257
HD 17092 b,4.96206,,359.89999,0.166
Kepler-353 b,0.00192504,0.0794005,5.795278,
HIP 57274 b,0.0365708,,8.1352,0.187
Kepler-93 b,0.00814901,0.134,4.72674,0
Kepler-281 c,0.0938647,0.473726,36.337373,
Kepler-236 b,0.0117295,0.140066,8.295611,
HD 202206 b,16.8244,,255.87,0.435
WASP-5 b,1.62423,1.14,1.6284229,0
Kepler-78 b,0.00491648,0.103396,0.35500744,
Kepler-55 f,0.011856,0.14185,10.198545,
Kepler-314 c,0.025195,0.258721,5.960392,
CoRoT-2 b,3.27527,1.466,1.7429935,0.0143
Kepler-187 c,0.0218083,0.238201,10.640263,
Kepler-257 c,0.0975428,0.482648,6.581484,
HD 108874 c,1.02837,,1680.3835,0.273039
Kepler-289 b,0.0188614,0.21679,34.543901,
Kepler-346 c,0.0281036,0.273887,23.851549,
HD 200964 c,0.945722,,825,0.181
HD 10180 h,0.206033,,2248,0.151
HD 33142 b,1.41137,,326.6,0.12
Kepler-402 e,0.0107805,0.130252,11.242861,
HAT-P-20 b,7.28953,0.867,2.875317,0.015
HD 7924 b,0.0291185,,5.3978,0.17
CoRoT-5 b,0.462537,1.388,4.0378962,0.09
WASP-47 b,1.13646,1.15,4.1591399,0
Kepler-194 d,0.0185304,0.214114,52.814973,
OGLE-2011-BLG-0251 b,0.53,,,
Kepler-36 b,0.0140379,0.132454,13.83989,0
Kepler-161 b,0.0157841,0.189134,4.921355,
HAT-P-35 b,1.05422,1.332,3.646706,0.025
HD 99109 b,0.504198,,439.3,0.09
Kepler-253 c,0.0215411,0.236417,10.281951,
Kepler-5 b,2.11663,1.431,3.54846,0
Kepler-161 c,0.0151834,0.182889,7.06424,
HD 10647 b,0.925037,,1003,0.16
Kepler-331 b,0.013404,0.16237,8.457496,
Kepler-28 c,0.0348081,0.303057,8.98597,0
Kepler-121 b,0.0178911,0.208761,3.177422,
Kepler-412 b,0.940391,1.325,1.720861232,0.0038
upsilon And c,1.91855,,241.33335,0.223848
Kepler-170 c,0.0245625,0.255152,16.665863,
Kepler-122 b,0.0178911,0.208761,5.766193,
WASP-12 b,1.36063,1.79,1.09142245,0.049
Kepler-148 b,0.0132614,0.160585,1.729366,
HD 170469 b,0.668676,,1145,0.11
Kepler-285 b,0.00809262,0.119547,2.633867,
HD 88133 b,0.296108,,3.41587,0.133
HD 196885 b,2.9439,,1333,0.48
24 Sex b,1.83564,,455.2,0.184
HD 190228 b,5.94193,,1136.1,0.531
Kepler-333 b,0.00769114,0.117763,12.551158,
Kepler-370 c,0.0140679,0.170399,19.02293,
OGLE-2006-BLG-109L b,0.727,,1788.5,
Kepler-111 c,0.159251,0.651262,224.784608,
Kepler-267 d,0.0171819,0.202516,28.464515,
HD 181720 b,0.37199,,956,0.26
55 Cnc c,0.164558,,44.38,0.07
HD 156411 b,0.732711,,842.2,0.22
Kepler-101 b,0.115399,0.523686,3.487691,
91 Aqr b,3.07016,,181.4,0.027
Kepler-362 b,0.0018494,0.0785083,10.327186,
Kepler-301 b,0.00829825,0.120439,2.508553,
Kepler-403 b,0.00638668,0.111518,7.031462,
Kepler-404 c,0.0127076,0.153448,14.751166,
Kepler-279 b,0.0403249,0.322955,12.309681,
HD 27894 b,0.617925,,17.990999,0.049
HD 156279 b,9.7848,,131.05,0.708
Kepler-207 d,0.032872,0.295298,5.868075,
Kepler-297 c,0.117213,0.58346,74.920137,
Kepler-345 b,0.00100422,0.0660184,7.415563,
61 Vir d,0.0715929,,123.01,0.35
Kepler-141 c,0.00960182,0.125792,7.010606,
HD 179079 b,0.0837774,,14.476,0.115
Kepler-220 d,0.00271267,0.0874297,28.122397,
OGLE-05-390L b,0.0173,,3500,
WASP-4 b,1.22311,1.341,1.3382299,0
Kepler-141 b,0.000786457,0.0615577,3.107675,
HD 4113 b,1.64829,,526.62,0.903
HD 330075 b,0.623724,,3.38773,0
Kepler-256 e,0.0179955,0.209653,10.681572,
HD 104985 b,4.9174,,199.505,0.09
Kepler-189 b,0.0057099,0.107949,10.399931,
Kepler-101 c,0.00789025,0.118655,6.029809,
HD 87883 b,1.75571,,2754,0.53
Kepler-81 c,0.0181548,0.211,12.04,
Kepler-156 c,0.0202659,0.227496,15.906801,
Kepler-127 d,0.0214091,0.235525,48.630408,
HD 10180 g,0.0673813,,602,0
Kepler-275 c,0.0344212,0.301543,16.088134,
Kepler-201 c,0.0244074,0.25426,151.884058,
Kepler-208 c,0.00915403,0.124008,7.466623,
Kepler-274 b,0.0115417,0.13739,11.634788,
HD 66428 b,2.74962,,1973,0.465
HD 52265 b,1.07139,,119.29,0.325
Kepler-75 b,9.98479,1.03,8.884924,0.569
Kepler-326 c,0.00937625,0.1249,4.580358,
Kepler-249 c,0.0120453,0.134713,7.113702,
Kepler-79 c,0.0337539,0.247,27.402,
HD 16417 b,0.0669595,,17.24,0.2
Kepler-251 c,0.0232079,0.247123,16.514043,
Kepler-15 b,0.662431,0.96,4.942782,0.133933
HD 205739 b,1.48708,,279.8,0.27
Kepler-302 b,0.0537981,0.362209,30.184104,
Kepler-317 b,0.0155228,0.186457,5.524242,
Kepler-152 c,0.0184218,0.213222,88.255055,
Kepler-343 b,0.0186399,0.215006,8.96855,
CoRoT-16 b,0.537982,1.17,5.35227,0.33
HD 216770 b,0.646927,,118.45,0.37
HD 136418 b,1.9935,,464.3,0.255
Kepler-59 b,0.00441201,0.100246,11.8681707,
Kepler-98 b,0.010276,0.177536,1.54168,0
Kepler-192 b,0.0227766,0.244446,9.926746,
beta Pic b,9,,7154,0.021
Kepler-202 c,0.0136211,0.165046,16.282493,
GJ 163 d,0.0926098,,603.95116,0.373
Kepler-339 c,0.00478497,0.102596,6.988055,
HD 188015 b,1.46957,,461.2,0.137
WASP-59 b,0.859095,0.775,7.919585,0.1
WASP-54 b,0.63273,1.653,3.6936411,0.067
HAT-P-8 b,1.29336,1.5,3.076337,0
WASP-15 b,0.542797,1.379,3.7521,0
HD 10180 d,0.0376549,,16.3567,0.143
HD 9446 c,1.81548,,192.9,0.06
XO-4 b,1.60254,1.33,4.1250828,0
WASP-48 b,0.984236,1.67,2.143634,0
HD 37124 b,0.674371,,154.378,0.054
Kepler-89 b,0.0287348,0.1558,3.743208,0.25
WASP-32 b,3.45362,1.1,2.718661,0
Kepler-265 b,0.0136944,0.165938,6.846262,
OGLE-TR-211 b,0.757277,1.36,3.67724,0
gamma Cep b,1.51728,,905.574,0.12
Kepler-325 b,0.0253561,0.259613,4.544439,
Kepler-11 g,0.0332233,0.296741,118.3807,0
Kepler-256 b,0.011856,0.14185,1.620493,
GJ 86 b,4.00104,,15.76491,0.0416
HR 8799 e,7,,16422,0
HD 8574 b,1.80603,,227,0.297
Kepler-269 c,0.0125062,0.150772,8.127899,
MOA-2007-BLG-192L b,0.01,,,
Kepler-250 b,0.00450004,0.100812,4.148141,
HD 82886 b,1.30477,,705,0.066
HD 179949 b,0.902075,,3.092514,0.022
HD 2952 b,1.62021,,311.6,0.129
Kepler-169 e,0.0165098,0.196271,13.767102,
MOA-2009-BLG-319L b,0.157,,,
HIP 14810 c,1.27518,,147.76916,0.153155
Kepler-358 c,0.0244074,0.25426,83.488369,
HD 28678 b,1.8997,,387.1,0.168
WASP-56 b,0.605385,1.092,4.617101,0
Kepler-18 c,0.0544,0.489785,7.64159,0.000338541
Kepler-215 e,0.0129124,0.156125,68.16101,
Kepler-230 c,0.0151,0.181997,91.773242,
Kepler-388 b,0.00137963,0.0722634,3.173315,
Kepler-107 e,0.0360464,0.307788,14.749049,
CoRoT-8 b,0.216078,0.57,6.21229,0
Kepler-401 b,0.0126401,0.152556,14.383035,
Kepler-291 c,0.0138423,0.167722,5.700786,
Kepler-292 e,0.0218083,0.238201,11.97901,
HD 96167 b,0.68457,,498.9,0.71
HD 43197 b,0.596868,,327.8,0.83
HD 37605 c,3.36552,,2720,0.013
Kepler-81 b,0.0187628,0.216,5.955,
HD 183263 b,3.57445,,626.516,0.35672
Kepler-347 c,0.0129124,0.156125,27.320871,
Kepler-32 c,0.0147699,0.1784,8.7522,0
Kepler-23 b,0.0139795,0.169356,7.10664,0
WASP-23 b,0.872226,0.962,2.9444256,0
11 Com b,16.1284,,326.03,0.231
HD 145377 b,5.78201,,103.95,0.307
Kepler-194 c,0.0207641,0.231064,17.308032,
CoRoT-25 b,0.27,1.08,4.86069,0
Kepler-332 b,0.00508144,0.10438,7.626324,
omicron CrB b,1.47736,,187.83,0.191
Kepler-229 c,0.0802152,0.438933,16.068638,
OGLE-TR-132 b,1.18,1.2,1.689868,0
beta Gem b,2.75822,,589.64001,0.02
Pr 201 b,0.540155,,4.4264,0
WASP-52 b,0.457165,1.27,1.7497798,0
Kepler-337 c,0.0151834,0.182889,9.693201,
Kepler-213 b,0.0120479,0.144527,2.46236,
Kepler-386 c,0.0117926,0.140958,25.193458,
47 UMa b,2.54589,,1078,0.032
HD 240210 b,7.28868,,501.75,0.15
Kepler-304 b,0.0245625,0.255152,3.295709,
Kepler-149 d,0.0504114,0.353288,160.018032,
Kepler-77 b,0.430957,0.96,3.57878087,0
HD 109749 b,0.27467,,5.24,0
HD 45364 c,0.658513,,342.85,0.0974
Kepler-55 d,0.011856,0.14185,2.211099,
Kepler-327 b,0.00422638,0.0990276,2.549575,
WASP-50 b,1.47244,1.153,1.9550959,0.009
HD 159243 c,1.9,,248.4,0.075
Kepler-87 c,0.0201,0.549,191.2318,0.039
Kepler-105 c,0.0119837,0.143635,7.125939,
Kepler-195 c,0.011604,0.138282,34.096863,
GJ 3470 b,0.0440093,0.374365,3.336649,0
Kepler-290 c,0.0222169,0.240878,36.77031,
Kepler-334 d,0.00960182,0.125792,25.09849,
Kepler-273 c,0.0146122,0.176644,8.014927,
eta Cet c,3.28703,,744.5,0.025
Kepler-266 b,0.0194307,0.221251,6.61833,
HD 96127 b,4.00701,,647.3,0.3
Kepler-223 b,0.0125062,0.150772,7.384108,
HD 17156 b,3.30275,1.02,21.21663,0.6819
Kepler-137 c,0.0138423,0.167722,18.735753,
Kepler-116 c,0.0174811,0.205192,13.07163,
Kepler-117 b,0.194248,0.696762,18.795952,
Kepler-381 c,0.00436179,0.0999197,13.391635,
HD 16760 b,13.2921,,465.1,0.067
HD 30562 b,1.33254,,1157,0.76
Kepler-354 d,0.00621274,0.110625,24.209842,
Kepler-332 c,0.00396389,0.0972433,15.995622,
Kepler-46 b,0.314805,0.808,33.60134,0.01
epsilon CrB b,6.04937,,417.9,0.11
omicron UMa b,4.09607,,1630,0.13
Kepler-367 b,0.00730238,0.115978,37.815724,
TrES-2 b,1.20071,1.224,2.47063,0
Kepler-235 d,0.0151834,0.182889,20.060548,
Kepler-282 c,0.00554835,0.107057,13.638723,
HD 102195 b,0.452799,,4.113775,0
Kepler-324 c,0.0296032,0.281024,51.805612,
HD 75289 b,0.46004,,3.509267,0.034
Kepler-394 c,0.0123078,0.148095,12.130686,
Kepler-385 c,0.0275635,0.271211,15.163161,
HD 185269 b,0.954212,,6.8378503,0.295952
WASP-7 b,0.919279,0.915,4.954658,0
WASP-41 b,0.932493,1.2,3.052401,0
BD -10 3166 b,0.429903,,3.48777,0.019
HD 190360 b,1.53512,,2915.0369,0.313105
HAT-P-13 c,14.2696,,446.27,0.6616
Kepler-304 c,0.0162325,0.193594,5.315946,
Kepler-303 b,0.00192504,0.0794005,1.937055,
GJ 317 b,1.26045,,692,0.11
HD 37605 b,2.80174,,55.01307,0.6767
WASP-44 b,0.889836,1.14,2.4238039,0
Kepler-260 c,0.0128437,0.155232,76.050178,
Kepler-286 c,0.00871939,0.122223,3.468095,
CoRoT-12 b,0.91918,1.44,2.828042,0.07
CoRoT-1 b,1.02979,1.49,1.5089557,0
HD 125612 c,0.0580667,,4.15474,0.27499
Kepler-267 b,0.0146122,0.176644,3.353728,
Kepler-112 c,0.0185304,0.214114,28.574263,
GJ 581 b,0.0499019,,5.36865,0.031
Kepler-173 b,0.00711292,0.115086,4.263742,
HD 102117 b,0.169756,,20.8133,0.121
Kepler-301 c,0.00829825,0.120439,5.419026,
HD 189733 b,1.1436,1.138,2.21857567,0
HD 108863 b,2.76572,,443.4,0
Kepler-404 b,0.00674351,0.113302,11.829851,
Kepler-285 c,0.00436179,0.0999197,6.186676,
Kepler-174 c,0.0115291,0.132929,44.000529,
Kepler-286 b,0.00621274,0.110625,1.796302,
Kepler-206 d,0.00538981,0.106165,23.44281,
Kepler-209 c,0.0286557,0.276563,41.749882,
HD 1502 b,2.9072,,431.8,0.101
HD 142022 b,4.46762,,1928,0.53
Kepler-134 c,0.00656354,0.11241,10.105785,
Kepler-126 b,0.0123086,0.135605,10.495711,
Kepler-329 c,0.0142208,0.172183,18.684737,
Kepler-131 b,0.0497212,0.215006,16.092,0
WASP-72 b,1.40771,1.01,2.216726,0
HD 212771 b,2.70016,,373.3,0.111
Kepler-135 b,0.0133325,0.161477,6.00253,
HD 134987 b,1.56347,,258.18,0.233
Kepler-149 b,0.0581875,0.375591,29.198943,
Kepler-289 c,1,1.16335,125.866438,
HD 187123 c,1.9422,,3805.6705,0.252086
HD 101930 b,0.299187,,70.459999,0.11
Kepler-46 c,0.376,,57.011,0.0146
Kepler-174 d,0.0164167,0.195379,247.35373,
Kepler-253 d,0.0299917,0.282808,18.119869,
HD 131664 b,18.3282,,1951,0.638
HIP 57050 b,0.297735,,41.397,0.314
Kepler-9 d,0.0121773,0.146311,1.592851,0
Kepler-49 b,0.0224607,0.242446,7.2037945,
WASP-67 b,0.41931,1.4,4.61442,0
HD 147018 c,6.59355,,1008,0.133
Kepler-32 b,0.0165128,0.1963,5.90124,0
HD 92788 b,3.56392,,325.81,0.334
Kepler-83 c,0.0181548,0.211,20.09,
CoRoT-26 b,0.479479,1.26,4.20474,0
HAT-P-12 b,0.210804,0.959,3.2130598,0
Kepler-178 c,0.0248763,0.256936,20.552802,
Kepler-82 d,0.0130508,0.157909,2.382961,
HD 114613 b,0.506039,,3827,0.25
Kepler-130 d,0.0121773,0.146311,87.517905,
HD 154857 b,2.24797,,408.6,0.46
Kepler-106 e,0.0203863,0.228368,43.8445,0
Kepler-355 b,0.0107805,0.130252,11.03189,
Kepler-220 c,0.0117295,0.140066,9.034199,
Kepler-243 b,0.0190864,0.218574,5.715442,
Kepler-297 b,0.0247188,0.256044,38.871826,
Kepler-220 b,0.00137963,0.0722634,4.159807,
Kepler-245 c,0.0163243,0.194487,17.460812,
Kepler-25 c,0.0899033,0.463913,12.7204,0
HD 163607 b,0.768857,,75.29,0.73
HATS-2 b,1.34915,1.168,1.354133,0
HD 19994 b,1.32681,,466.2,0.266
WASP-29 b,0.242991,0.792,3.922727,0.03
OGLE-TR-182 b,1.0245,1.13,3.9791,0
HD 85512 b,0.0113953,,58.43,0.11
HD 106252 b,6.95913,,1531,0.482
Kepler-222 d,0.0422294,0.3292,28.081912,
Kepler-394 b,0.0119197,0.142742,8.005013,
18 Del b,10.298,,993.3,0.08
Kepler-218 b,0.0112762,0.132037,3.619337,
Kepler-54 c,0.00602351,0.109635,12.0717249,
Kepler-33 b,0.0128331,0.155094,5.66793,0
Kepler-391 b,0.0305853,0.285485,7.416755,
Kepler-55 e,0.011604,0.138282,4.617534,
Kepler-34 b,0.220004,0.764,288.822,0.182
Kepler-383 b,0.00769114,0.117763,12.904532,
HD 171028 b,1.98809,,550,0.59
Kepler-336 b,0.00313003,0.0909983,2.024823,
WASP-1 b,0.918,1.516,2.5199449,0
XO-5 b,1.15251,1.03,4.1877537,0
HAT-P-3 b,0.595712,0.899,2.899703,0
Kepler-252 c,0.0160511,0.19181,10.848463,
Kepler-247 b,0.0121773,0.146311,3.33616,
Kepler-251 e,0.0232079,0.247123,99.640161,
Kepler-282 b,0.00302153,0.0901062,9.220524,
Kepler-354 c,0.00749504,0.11687,16.934402,
upsilon And d,4.11582,,1278.1218,0.267395
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
